Altium Designer Pick and Place Locations
D:\OneDrive\脑电采集系统设计\EEG\PCB\脑电采集主板_PRJ\Project Outputs for EEG\Pick Place for eeg_f407.csv

========================================================================================================================
File Design Information:

Date:       01/07/20
Time:       14:04
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Footprint","Center-X(mil)","Center-Y(mil)","Ref-X(mil)","Ref-Y(mil)","Pad-X(mil)","Pad-Y(mil)","Layer","Rotation","Comment"
"C33","0603_C","1521.221","2451.220","1521.221","2451.220","1521.221","2420.905","TopLayer","90","1uF"
"C32","0603_C","3160.000","2650.315","3160.000","2650.315","3160.000","2620.000","TopLayer","90","1nF"
"C31","0603_C","3389.685","2505.000","3389.685","2505.000","3420.000","2505.000","TopLayer","180","1uF"
"C30","0603_C","3415.000","2650.315","3415.000","2650.315","3415.000","2620.000","TopLayer","90","1uF"
"C29","0603_C","3374.685","1610.000","3374.685","1610.000","3405.000","1610.000","TopLayer","180","100nF"
"C28","0603_C","3003.227","1900.000","3003.227","1900.000","3003.227","1930.315","TopLayer","270","100nF (104) 10% 50V"
"C27","0603_C","3090.315","1900.000","3090.315","1900.000","3090.315","1930.315","TopLayer","270","10uF (106) 10% 10V"
"C26","0603_C","1205.000","320.000","1205.000","320.000","1174.685","320.000","TopLayer","360","100nF 50V"
"C25","0603_C","1205.000","400.315","1205.000","400.315","1235.315","400.315","TopLayer","180","10uF"
"C24","CASE-B_3528","1453.425","315.945","1453.425","315.945","1453.425","375.000","TopLayer","90","100uF (107) ±10% 6.3V"
"C23","0603_C","814.685","1219.158","814.685","1219.158","784.370","1219.158","TopLayer","360","4.7nF 50V"
"C22","0603_C","1585.000","355.315","1585.000","355.315","1585.000","385.630","TopLayer","270","1uF 50V"
"C21","0603_C","1320.000","355.315","1320.000","355.315","1320.000","385.630","TopLayer","270","1uF 50V"
"C20","0603_C","814.685","1122.268","814.685","1122.268","784.370","1122.268","TopLayer","360","4.7nF 50V"
"C19","0603_C","814.685","1025.379","814.685","1025.379","784.370","1025.379","TopLayer","0","4.7nF 50V"
"C18","0603_C","814.685","928.489","814.685","928.489","784.370","928.489","TopLayer","0","4.7nF 50V"
"C17","0603_C","814.685","831.599","814.685","831.599","784.370","831.599","TopLayer","0","4.7nF 50V"
"C16","0603_C","814.685","734.710","814.685","734.710","784.370","734.710","TopLayer","0","4.7nF 50V"
"C15","0603_C","814.685","637.820","814.685","637.820","784.370","637.820","TopLayer","0","4.7nF 50V"
"C14","0603_C","814.685","540.930","814.685","540.930","784.370","540.930","TopLayer","360","4.7nF 50V"
"C13","0603_C","1590.000","1412.242","1590.000","1412.242","1620.315","1412.242","TopLayer","180","100nF 50V"
"C12","0603_C","1591.890","1323.370","1591.890","1323.370","1622.205","1323.370","TopLayer","180","1uF 50V"
"C11","0603_C","1365.000","1593.362","1365.000","1593.362","1334.685","1593.362","TopLayer","360","100nF 50V"
"C10","0603_C","1365.000","1502.242","1365.000","1502.242","1334.685","1502.242","TopLayer","360","1uF 50V"
"C9","0603_C","1210.630","1502.242","1210.630","1502.242","1180.315","1502.242","TopLayer","0","100nF 50V"
"C8","0603_C","1210.630","1593.362","1210.630","1593.362","1180.315","1593.362","TopLayer","0","1uF 50V"
"C7","0603_C","1000.694","1408.701","1000.694","1408.701","970.379","1408.701","TopLayer","360","1.5nF"
"C6","0603_C","1365.000","1411.121","1365.000","1411.121","1395.315","1411.121","TopLayer","180","100nF 50V"
"C5","0603_C","1365.000","1320.000","1365.000","1320.000","1395.315","1320.000","TopLayer","180","1uF 50V"
"C4","0603_C","1210.630","1411.121","1210.630","1411.121","1180.315","1411.121","TopLayer","0","100nF 50V"
"C3","0603_C","1210.630","1320.000","1210.630","1320.000","1180.315","1320.000","TopLayer","0","1uF 50V"
"C2","0603_C","1040.000","400.000","1040.000","400.000","1009.685","400.000","TopLayer","0","100nF 50V"
"C1","0603_C","1040.000","325.000","1040.000","325.000","1009.685","325.000","TopLayer","0","1uF 50V"
