Altium Designer Pick and Place Locations
D:\OneDrive\脑电采集系统设计\EEG\PCB\脑电采集主板_PRJ\Project Outputs for 脑电采集板\Pick Place for 脑电采集板V6.0.csv

========================================================================================================================
File Design Information:

Date:       05/10/20
Time:       17:05
Revision:   1713f2f9724d639cac54ad83894ff38dea93ab15
Variant:    No variations
Units used: mil

"Designator","Footprint","Center-X(mil)","Center-Y(mil)","Ref-X(mil)","Ref-Y(mil)","Pad-X(mil)","Pad-Y(mil)","Layer","Rotation","Comment"
"C42","0603_C","1996.000","1419.315","1996.000","1419.315","1996.000","1449.630","TopLayer","270","2.2uF 16V"
"C41","0402_C","2398.520","205.268","2398.520","205.268","2398.520","188.535","TopLayer","90","100nF  50V"
"C40","0402_C","2841.000","259.267","2841.000","259.268","2841.000","276.000","TopLayer","270","100nF  50V"
"C39","0402_C","2889.425","259.267","2889.425","259.268","2889.425","276.000","TopLayer","270","10uF  10V"
"C38","0402_C","2313.268","75.000","2313.268","75.000","2330.000","75.000","TopLayer","180","22pF"
"C37","0402_C","2140.000","75.000","2140.000","75.000","2123.268","75.000","TopLayer","360","22pF"
"C36","0402_C","1946.000","206.000","1946.000","206.000","1946.000","189.268","TopLayer","90","10pF"
"C35","0402_C","1725.000","205.669","1725.000","205.669","1725.000","188.937","TopLayer","90","10pF"
"C34","0402_C","804.024","1970.945","804.024","1970.945","804.024","1954.213","TopLayer","90","10nF"
"C33","0402_C","507.961","1886.732","507.961","1886.732","507.961","1903.465","TopLayer","270","10uF"
"C32","0402_C","804.024","1886.732","804.024","1886.732","804.024","1903.465","TopLayer","270","10uF"
"C31","0603_C","737.961","1908.780","737.961","1908.780","737.961","1939.095","TopLayer","270","2.2uF"
"C30","0603_C","1106.465","1908.780","1106.465","1908.780","1106.465","1878.465","TopLayer","90","2.2uF"
"C29","0402_C","1113.748","2493.000","1113.748","2493.000","1097.016","2493.000","TopLayer","360","10nF"
"C28","0402_C","507.961","1787.657","507.961","1787.658","507.961","1804.390","TopLayer","270","100nF"
"C27","0402_C","1113.748","2442.496","1113.748","2442.496","1097.016","2442.496","TopLayer","360","1uF"
"C26","0402_C","1417.000","2458.244","1417.000","2458.244","1417.000","2441.512","TopLayer","90","1uF"
"C25","0402_C","804.024","1771.732","804.024","1771.732","804.024","1755.000","TopLayer","90","1uF"
"C24","0402_C","507.961","1688.583","507.961","1688.583","507.961","1671.850","TopLayer","90","10uF"
"C23","0402_C","804.024","1688.582","804.024","1688.583","804.024","1705.315","TopLayer","270","10uF"
"C22","0603_C","737.961","1710.630","737.961","1710.630","737.961","1740.945","TopLayer","270","2.2uF"
"C21","0402_C","1098.000","1685.417","1098.000","1685.417","1098.000","1702.150","TopLayer","270","1uF"
"C20","0402_C","804.024","2196.733","804.024","2196.732","804.024","2180.000","TopLayer","90","10uF"
"C19","0402_C","853.000","2196.733","853.000","2196.732","853.000","2180.000","TopLayer","90","1uF"
"C18","0402_C","1097.000","2196.733","1097.000","2196.732","1097.000","2180.000","TopLayer","90","10uF"
"C17","0402_C","804.024","2082.638","804.024","2082.638","804.024","2065.905","TopLayer","90","10uF"
"C16","0402_C","847.961","2082.638","847.961","2082.638","847.961","2065.905","TopLayer","90","1uF"
"C15","0402_C","1098.000","2082.638","1098.000","2082.638","1098.000","2099.370","TopLayer","270","10uF"
"C14","0402_C","548.000","2196.733","548.000","2196.732","548.000","2180.000","TopLayer","90","1uF"
"C13","0402_C","1098.000","2759.811","1098.000","2759.811","1098.000","2776.543","TopLayer","270","10uF"
"C12","0402_C","1148.000","2759.732","1148.000","2759.732","1148.000","2776.465","TopLayer","270","100nF"
"C11","0402_C","2234.732","2713.268","2234.732","2713.268","2234.732","2730.000","TopLayer","270","100nF"
"C10","0402_C","2179.614","2713.268","2179.614","2713.268","2179.614","2730.000","TopLayer","270","10uF"
"C9","0402_C","2495.268","2445.213","2495.268","2445.213","2495.268","2428.480","TopLayer","90","10uF"
"C8","0402_C","2450.268","2445.173","2450.268","2445.173","2450.268","2428.441","TopLayer","90","100nF"
"C7","0402_C","1695.268","1547.000","1695.268","1547.000","1712.000","1547.000","TopLayer","180","100nF"
"C3","0402_C","1510.000","1673.000","1510.000","1673.000","1526.732","1673.000","TopLayer","180","100nF"
"C2","0402_C","1329.000","1560.000","1329.000","1560.000","1345.732","1560.000","TopLayer","180","10uF"
"C1","0402_C","1721.732","1169.000","1721.732","1169.000","1738.465","1169.000","TopLayer","180","100nF"
