Altium Designer Pick and Place Locations
D:\OneDrive\脑电采集系统设计\EEG\PCB\脑电采集主板_PRJ\Project Outputs for EEG\Pick Place for EEG_new.csv

========================================================================================================================
File Design Information:

Date:       02/06/20
Time:       12:43
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Footprint","Center-X(mil)","Center-Y(mil)","Ref-X(mil)","Ref-Y(mil)","Pad-X(mil)","Pad-Y(mil)","Layer","Rotation","Comment"
"C42","0603_C","3530.000","685.315","3530.000","685.315","3530.000","715.630","TopLayer","270","1uF"
"C41","0603_C","3710.804","1360.000","3710.804","1360.000","3710.804","1329.685","TopLayer","90","1nF"
"C40","0603_C","3795.804","1359.685","3795.804","1359.685","3795.804","1329.370","TopLayer","90","1uF"
"C39","0603_C","3755.804","1700.000","3755.804","1700.000","3725.489","1700.000","TopLayer","360","1uF"
"C38","0603_C","3199.685","1934.685","3199.685","1934.685","3169.370","1934.685","TopLayer","360","100nF (104) 10% 50V"
"C37","0603_C","2860.420","2217.110","2860.420","2217.110","2860.420","2247.425","TopLayer","270","100nF (104) 10% 50V"
"C36","0603_C","2960.630","2217.110","2960.630","2217.110","2960.630","2247.425","TopLayer","270","10uF (106) 10% 10V"
"C35","0603_C","1245.315","1269.370","1245.315","1269.370","1275.630","1269.370","TopLayer","180","100nF 50V"
"C34","0603_C","1245.315","1349.370","1245.315","1349.370","1215.000","1349.370","TopLayer","360","10uF"
"C33","0603_C","695.000","2400.000","695.000","2400.000","725.315","2400.000","TopLayer","180","4.7nF 50V"
"C32","0603_C","695.000","2214.000","695.000","2214.000","725.315","2214.000","TopLayer","180","4.7nF 50V"
"C31","CASE-B_3528","1500.000","1245.945","1500.000","1245.945","1500.000","1305.000","TopLayer","90","100uF (107) ±10% 6.3V"
"C30","0603_C","695.000","2307.000","695.000","2307.000","664.685","2307.000","TopLayer","0","4.7nF 50V"
"C29","0603_C","695.000","2121.000","695.000","2121.000","664.685","2121.000","TopLayer","0","4.7nF 50V"
"C28","0603_C","1640.000","1300.000","1640.000","1300.000","1640.000","1330.315","TopLayer","270","1uF 50V"
"C27","0603_C","1370.000","1310.000","1370.000","1310.000","1370.000","1340.315","TopLayer","270","1uF 50V"
"C26","0603_C","695.000","2028.000","695.000","2028.000","725.315","2028.000","TopLayer","180","4.7nF 50V"
"C25","0603_C","695.000","1842.000","695.000","1842.000","725.315","1842.000","TopLayer","180","4.7nF 50V"
"C24","0603_C","695.000","1935.000","695.000","1935.000","664.685","1935.000","TopLayer","0","4.7nF 50V"
"C23","0603_C","695.000","1749.000","695.000","1749.000","664.685","1749.000","TopLayer","0","4.7nF 50V"
"C22","0603_C","695.000","1656.000","695.000","1656.000","725.315","1656.000","TopLayer","180","4.7nF 50V"
"C21","0603_C","695.000","1470.000","695.000","1470.000","725.315","1470.000","TopLayer","180","4.7nF 50V"
"C20","0603_C","695.000","1563.000","695.000","1563.000","664.685","1563.000","TopLayer","0","4.7nF 50V"
"C19","0603_C","695.000","1377.000","695.000","1377.000","664.685","1377.000","TopLayer","0","4.7nF 50V"
"C18","0603_C","695.000","1284.000","695.000","1284.000","725.315","1284.000","TopLayer","180","4.7nF 50V"
"C17","0603_C","695.000","1098.000","695.000","1098.000","725.315","1098.000","TopLayer","180","4.7nF 50V"
"C16","0603_C","695.000","1191.000","695.000","1191.000","664.685","1191.000","TopLayer","0","4.7nF 50V"
"C15","0603_C","695.000","1005.000","695.000","1005.000","664.685","1005.000","TopLayer","0","4.7nF 50V"
"C14","0603_C","1760.000","2130.315","1760.000","2130.315","1760.000","2100.000","TopLayer","90","100nF 50V"
"C13","0603_C","1855.000","2130.315","1855.000","2130.315","1855.000","2100.000","TopLayer","90","1uF 50V"
"C12","0603_C","1242.388","1065.000","1242.388","1065.000","1242.388","1095.315","TopLayer","270","100nF 50V"
"C11","0603_C","1339.055","1065.000","1339.055","1065.000","1339.055","1095.315","TopLayer","270","1uF 50V"
"C10","0603_C","1145.722","1065.000","1145.722","1065.000","1145.722","1095.315","TopLayer","270","100nF 50V"
"C9","0603_C","1049.055","1065.000","1049.055","1065.000","1049.055","1095.315","TopLayer","270","1uF 50V"
"C8","0603_C","1075.000","2215.000","1075.000","2215.000","1044.685","2215.000","TopLayer","360","1.5nF"
"C7","0603_C","1368.976","2238.780","1368.976","2238.780","1368.976","2208.465","TopLayer","90","100nF 50V"
"C6","0603_C","229.685","2311.677","229.685","2311.677","260.000","2311.677","TopLayer","180","4.7nF 50V"
"C5","0603_C","1450.000","2238.780","1450.000","2238.780","1450.000","2208.465","TopLayer","90","1uF 50V"
"C4","0603_C","1078.386","1269.370","1078.386","1269.370","1048.071","1269.370","TopLayer","0","100nF 50V"
"C3","0603_C","1078.386","1349.370","1078.386","1349.370","1048.071","1349.370","TopLayer","0","1uF 50V"
"C2","0603_C","1287.953","2238.780","1287.953","2238.780","1287.953","2208.465","TopLayer","90","100nF 50V"
"C1","0603_C","1206.929","2238.780","1206.929","2238.780","1206.929","2208.465","TopLayer","90","1uF 50V"
